SourceFile,SearchKey,ODSCode,OrganisationName,ServiceIndex,ServiceCode,ServiceName,ContactIndex,ContactMethodType,ContactValue
page_000038.json,X124836,RW1GF,NHS Talking Therapies Southampton,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,02380 272000
page_000038.json,X124836,RW1GF,NHS Talking Therapies Southampton,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000038.json,X124836,RW1GF,NHS Talking Therapies Southampton,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,dhc.sstw@nhs.net
page_000038.json,X124836,RW1GF,NHS Talking Therapies Southampton,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/f0817d49-d828-42ee-909e-f4c89a428930
page_000039.json,X125149,1-2857843249,Sherwood Grange,1,SRV0314,Care services for people with dementia,1,Telephone,01342 337220
page_000039.json,X125149,1-2857843249,Sherwood Grange,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000039.json,X125276,NMG76,Wakefield Msk Service,1,SRV0228,Musculo-skeletal services,1,Telephone,01924 792 079
page_000039.json,X125276,NMG76,Wakefield Msk Service,1,SRV0228,Musculo-skeletal services,2,PhoneExt,
page_000039.json,X125277,NMG77,Kirklees Integrated Msk & Pain Management Service,1,SRV0228,Musculo-skeletal services,1,Telephone,01924792075
page_000039.json,X125277,NMG77,Kirklees Integrated Msk & Pain Management Service,1,SRV0228,Musculo-skeletal services,2,PhoneExt,
page_000039.json,X125554,NKI70,Turning Point - Wakefield,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,01924 234 860
page_000039.json,X125554,NKI70,Turning Point - Wakefield,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000039.json,X125554,NKI70,Turning Point - Wakefield,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,wakefield.talking@turning-point.co.uk
page_000039.json,X125554,NKI70,Turning Point - Wakefield,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/ec23d2e0-ba2d-4e0f-af63-d0a151c585dc
page_000039.json,X125636,DDF01,Hull and East Yorkshire Mind,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,01482 240 200
page_000039.json,X125636,DDF01,Hull and East Yorkshire Mind,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000039.json,X125636,DDF01,Hull and East Yorkshire Mind,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,info@heymind.org.uk
page_000039.json,X125636,DDF01,Hull and East Yorkshire Mind,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.heymind.org.uk/help/crisis-support/
page_000039.json,X125646,TAF87,Islington Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0203 317 7252
page_000039.json,X125646,TAF87,Islington Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000039.json,X125646,TAF87,Islington Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,nlft.icopeislington.referrals@nhs.net
page_000039.json,X125646,TAF87,Islington Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/ed1677e2-d478-4a89-ad8b-a0ba8beff08c
page_000039.json,X125647,TAF88,Camden Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,020 3317 6670
page_000039.json,X125647,TAF88,Camden Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000039.json,X125647,TAF88,Camden Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,nlft.icopecamden.referrals@nhs.net
page_000039.json,X125647,TAF88,Camden Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.icope.nhs.uk/camden-islington/crisis-support/
page_000039.json,X125790,1-2822234772,Montgomery House,2,SRV0317,Caring for adults over 65,1,Telephone,01743 235788
page_000039.json,X125790,1-2822234772,Montgomery House,2,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000039.json,X125866,1-3018451330,"Home Instead Senior Care: Maidenhead, Henley & Wallingford",1,SRV0314,Care services for people with dementia,1,Telephone,01628 299097
page_000039.json,X125866,1-3018451330,"Home Instead Senior Care: Maidenhead, Henley & Wallingford",1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000039.json,X125866,1-3018451330,"Home Instead Senior Care: Maidenhead, Henley & Wallingford",2,SRV0317,Caring for adults over 65,1,Telephone,01628 299097
page_000039.json,X125866,1-3018451330,"Home Instead Senior Care: Maidenhead, Henley & Wallingford",2,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000039.json,X125889,1-2997480203,Eden Lodge Health Care,2,SRV0323,Caring for adults under 65,1,Telephone,0121 459 2234
page_000039.json,X125889,1-2997480203,Eden Lodge Health Care,2,SRV0323,Caring for adults under 65,2,PhoneExt,
page_000039.json,X125937,1-2996088719,Yewtree Avenue,1,SRV0314,Care services for people with dementia,1,Telephone,02037732214
page_000039.json,X125937,1-2996088719,Yewtree Avenue,1,SRV0314,Care services for people with dementia,2,PhoneExt,2037732214
page_000039.json,X125949,1-2809771018,Eros Crescent,1,SRV0315,Care services for people with learning disabilities,1,Telephone,01905798247
page_000039.json,X125949,1-2809771018,Eros Crescent,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,1,SRV0314,Care services for people with dementia,1,Telephone,01524751751
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,2,SRV0317,Caring for adults over 65,1,Telephone,015247517541
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,2,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,3,SRV0316,Mental health conditions,1,Telephone,015247517541
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,3,SRV0316,Mental health conditions,2,PhoneExt,
page_000039.json,X126178,RW5QA,NHS Talking Therapies Lancashire and South Cumbria,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,
page_000039.json,X126178,RW5QA,NHS Talking Therapies Lancashire and South Cumbria,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000039.json,X126178,RW5QA,NHS Talking Therapies Lancashire and South Cumbria,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,
page_000039.json,X126178,RW5QA,NHS Talking Therapies Lancashire and South Cumbria,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.lscft.nhs.uk/talkingtherapies
page_000039.json,X126400,RP7DG,Steps2Change Skegness,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0303 123 4000
page_000039.json,X126400,RP7DG,Steps2Change Skegness,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000039.json,X126400,RP7DG,Steps2Change Skegness,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,lincs.spa@nhs.net
page_000039.json,X126400,RP7DG,Steps2Change Skegness,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/c2ce2fcb-3586-4e64-8405-deac6ce440b1
page_000039.json,X126468,1-3078078820,Tranquil Cross,1,SRV0315,Care services for people with learning disabilities,1,Telephone,01637 416444
page_000039.json,X126468,1-3078078820,Tranquil Cross,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000039.json,X126563,1-3079267935,Skylark House,1,SRV0314,Care services for people with dementia,1,Telephone,01342 337220
page_000039.json,X126563,1-3079267935,Skylark House,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000040.json,X126635,1-2913026529,Kingly Terrace,5,SRV0321,Physical disabilities,1,Telephone,01455 613823
page_000040.json,X126635,1-2913026529,Kingly Terrace,5,SRV0321,Physical disabilities,2,PhoneExt,
page_000040.json,X126804,1-3080743969,OSJCT Chilterns Court Care Centre,2,SRV0317,Caring for adults over 65,1,Telephone,01993 323232
page_000040.json,X126804,1-3080743969,OSJCT Chilterns Court Care Centre,2,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000040.json,X126833,1-3090676388,Thornbury,1,SRV0315,Care services for people with learning disabilities,1,Telephone,01637 416444
page_000040.json,X126833,1-3090676388,Thornbury,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000040.json,X126982,RXEDX,NHS Rotherham Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,03000 215 108
page_000040.json,X126982,RXEDX,NHS Rotherham Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000040.json,X126982,RXEDX,NHS Rotherham Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,
page_000040.json,X126982,RXEDX,NHS Rotherham Talking Therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://systmonline.tpp-uk.com/2/OnlineConsultation?OrgId=113300634046
page_000040.json,X127488,1-3253868148,Way Ahead Support Services,2,SRV0315,Care services for people with learning disabilities,1,Telephone,01926 622980
page_000040.json,X127488,1-3253868148,Way Ahead Support Services,2,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000040.json,X127583,AMC03,Self Help Services (Eastern Cheshire),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,01625 469 950
page_000040.json,X127583,AMC03,Self Help Services (Eastern Cheshire),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000040.json,X127583,AMC03,Self Help Services (Eastern Cheshire),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,eastcheshiretalkingtherapies@thebiglifegroup.com
page_000040.json,X127583,AMC03,Self Help Services (Eastern Cheshire),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.thebiglifegroup.com/
page_000040.json,X127749,1-3272238139,Nest Healthcare,3,SRV0316,Mental health conditions,1,Telephone,01255 448888
page_000040.json,X127749,1-3272238139,Nest Healthcare,3,SRV0316,Mental health conditions,2,PhoneExt,
page_000040.json,X127749,1-3272238139,Nest Healthcare,6,SRV0319,Substance misuse problems,1,Telephone,01255 448888
page_000040.json,X127749,1-3272238139,Nest Healthcare,6,SRV0319,Substance misuse problems,2,PhoneExt,
page_000040.json,X127769,RPGEV,Greenwich Time to Talk,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,020 3260 1100
page_000040.json,X127769,RPGEV,Greenwich Time to Talk,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000040.json,X127769,RPGEV,Greenwich Time to Talk,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,oxl-tr.greenwichtimetotalk@nhs.net
page_000040.json,X127769,RPGEV,Greenwich Time to Talk,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/dec9c353-60f4-47d6-a4fa-2a4b16bc8a76
page_000040.json,X127782,TAHJF,Sheffield talking therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0114 2264380
page_000040.json,X127782,TAHJF,Sheffield talking therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000040.json,X127782,TAHJF,Sheffield talking therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,
page_000040.json,X127782,TAHJF,Sheffield talking therapies,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.sheffieldtalkingtherapies.nhs.uk/
page_000040.json,X128056,1-3483769601,Portsmouth Shared Lives Service,1,SRV0314,Care services for people with dementia,1,Telephone,02392 616700
page_000040.json,X128056,1-3483769601,Portsmouth Shared Lives Service,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000040.json,X128155,RXV88,Trafford Primary Care Psychological Therapy Service,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0161 271 0190
page_000040.json,X128155,RXV88,Trafford Primary Care Psychological Therapy Service,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000040.json,X128155,RXV88,Trafford Primary Care Psychological Therapy Service,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,
page_000040.json,X128155,RXV88,Trafford Primary Care Psychological Therapy Service,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.iaptportal.co.uk/traff.html
page_000040.json,X128251,1-3285219432,St. Ives Country House Care,2,SRV0317,Caring for adults over 65,1,Telephone,01202 746640
page_000040.json,X128251,1-3285219432,St. Ives Country House Care,2,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000041.json,X128823,RP7WW,Steps2Change Boston,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0303 123 4000
page_000041.json,X128823,RP7WW,Steps2Change Boston,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000041.json,X128823,RP7WW,Steps2Change Boston,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,lincs.spa@nhs.net
page_000041.json,X128823,RP7WW,Steps2Change Boston,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/c2ce2fcb-3586-4e64-8405-deac6ce440b1
page_000041.json,X128850,RQY12,Talk Wandsworth,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,020 3513 6264
page_000041.json,X128850,RQY12,Talk Wandsworth,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000041.json,X128850,RQY12,Talk Wandsworth,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,talkwandsworth@swlstg-tr.nhs.uk
page_000041.json,X128850,RQY12,Talk Wandsworth,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/bf532deb-222f-40b2-ad0d-ff3377d960c0
page_000041.json,X128948,1-3551271435,Ferndown Manor,1,SRV0314,Care services for people with dementia,1,Telephone,01342 337220
page_000041.json,X128948,1-3551271435,Ferndown Manor,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000041.json,X128964,1-3514569730,4life Healthcare Services,1,SRV0314,Care services for people with dementia,1,Telephone,01227936957
page_000041.json,X128964,1-3514569730,4life Healthcare Services,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000041.json,X129102,1-3289591210,The Lakes Care Centre,2,SRV0317,Caring for adults over 65,1,Telephone,01993 323232
page_000041.json,X129102,1-3289591210,The Lakes Care Centre,2,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000041.json,X129590,R1LC1,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,01206 334001
page_000041.json,X129590,R1LC1,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000041.json,X129590,R1LC1,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,epunft.neeiaptcontactcentre@nhs.net
page_000041.json,X129590,R1LC1,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,
page_000041.json,X129778,NNF89,Let's Talk Hull,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,01482 247 111
page_000041.json,X129778,NNF89,Let's Talk Hull,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000041.json,X129778,NNF89,Let's Talk Hull,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,chcp.247111@nhs.net
page_000041.json,X129778,NNF89,Let's Talk Hull,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/63ef77ed-7230-4d59-88d6-e6b0e0015af5
page_000041.json,X129789,R1LT3,Rectory Lane Community Clinic,1,SRV0228,Musculo-skeletal services,1,Telephone,03442 573965
page_000041.json,X129789,R1LT3,Rectory Lane Community Clinic,1,SRV0228,Musculo-skeletal services,2,PhoneExt,
page_000041.json,X129790,R1LT4,Waltham Abbey Clinic,1,SRV0228,Musculo-skeletal services,1,Telephone,03442 573965
page_000041.json,X129790,R1LT4,Waltham Abbey Clinic,1,SRV0228,Musculo-skeletal services,2,PhoneExt,
page_000041.json,X129791,R1LT5,Addison House Community Clinic,1,SRV0228,Musculo-skeletal services,1,Telephone,03442 573965
page_000041.json,X129791,R1LT5,Addison House Community Clinic,1,SRV0228,Musculo-skeletal services,2,PhoneExt,
page_000041.json,X13,RDEE4,Colchester Hospital,1,SRV0001,Accident and emergency services,1,Telephone,01206 747474
page_000041.json,X13,RDEE4,Colchester Hospital,1,SRV0001,Accident and emergency services,2,PhoneExt,
page_000042.json,X130134,1-3284932055,Weald Heights,1,SRV0314,Care services for people with dementia,1,Telephone,01342 337220
page_000042.json,X130134,1-3284932055,Weald Heights,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000042.json,X130251,R1LE4,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,01268 739 128
page_000042.json,X130251,R1LE4,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000042.json,X130251,R1LE4,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,epunft.contactcentre.iapt@nhs.net
page_000042.json,X130251,R1LE4,Therapy For You,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,
page_000042.json,X130905,RV3L8,Community Living Well- Talking Therapies Service (IAPT),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,
page_000042.json,X130905,RV3L8,Community Living Well- Talking Therapies Service (IAPT),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000042.json,X130905,RV3L8,Community Living Well- Talking Therapies Service (IAPT),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,cnw-tr.clw@nhs.net
page_000042.json,X130905,RV3L8,Community Living Well- Talking Therapies Service (IAPT),1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/d65351bb-6848-4b60-82c3-c2a73683d5fa
page_000042.json,X131006,1-3293564973,Goodson Lodge Care Centre,2,SRV0317,Caring for adults over 65,1,Telephone,01993 323232
page_000042.json,X131006,1-3293564973,Goodson Lodge Care Centre,2,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000042.json,X131125,1-3774735981,Allensmead,1,SRV0315,Care services for people with learning disabilities,1,Telephone,01708 863289
page_000042.json,X131125,1-3774735981,Allensmead,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131769,RQYPR,Sutton Uplift,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0800 032 1411
page_000043.json,X131769,RQYPR,Sutton Uplift,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000043.json,X131769,RQYPR,Sutton Uplift,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,SuttonTalkingTherapies@swlstg.nhs.uk
page_000043.json,X131769,RQYPR,Sutton Uplift,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://gateway.mayden.co.uk/referral-v2/a1d9436f-46ea-4e3b-a2f0-b4e2f1646c9f
page_000043.json,X131770,ALR02,Forward Thinking Birmingham,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0300 300 0099
page_000043.json,X131770,ALR02,Forward Thinking Birmingham,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000043.json,X131770,ALR02,Forward Thinking Birmingham,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,info@livingwellconsortium.com
page_000043.json,X131770,ALR02,Forward Thinking Birmingham,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://forwardthinkingbirmingham.nhs.uk/make-a-referral
page_000043.json,X131771,RNUDV,NHS Buckinghamshire Talking Therapies: for anxiety and depression,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,01865 901 600
page_000043.json,X131771,RNUDV,NHS Buckinghamshire Talking Therapies: for anxiety and depression,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000043.json,X131771,RNUDV,NHS Buckinghamshire Talking Therapies: for anxiety and depression,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,bucks-talking-therapies@oxfordhealth.nhs.uk
page_000043.json,X131771,RNUDV,NHS Buckinghamshire Talking Therapies: for anxiety and depression,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.iaptportal.co.uk/selfreferral.aspx?ServiceCode=BUCKS&ReferralType=0
page_000043.json,X131772,RWRD7,Hertfordshire Partnership Wellbeing Service- West Hertfordshire,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",1,Telephone,0800 6444101
page_000043.json,X131772,RWRD7,Hertfordshire Partnership Wellbeing Service- West Hertfordshire,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",2,PhoneExt,
page_000043.json,X131772,RWRD7,Hertfordshire Partnership Wellbeing Service- West Hertfordshire,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",3,Email,hpft.spa@nhs.net
page_000043.json,X131772,RWRD7,Hertfordshire Partnership Wellbeing Service- West Hertfordshire,1,SRV0339,"NHS psychological therapies services (IAPT), including cognitive behavioural therapy (CBT) ",4,Website,https://www.hpft-iapt.nhs.uk/referral
page_000043.json,X131809,1-3778542260,Shaftesbury North East,2,SRV0315,Care services for people with learning disabilities,1,Telephone,01202 521985
page_000043.json,X131809,1-3778542260,Shaftesbury North East,2,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131812,1-3779366715,Shaftesbury Hallgate,1,SRV0315,Care services for people with learning disabilities,1,Telephone,01202 521985
page_000043.json,X131812,1-3779366715,Shaftesbury Hallgate,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131814,1-3779460109,Shaftesbury Somerset,2,SRV0315,Care services for people with learning disabilities,1,Telephone,01202 521985
page_000043.json,X131814,1-3779460109,Shaftesbury Somerset,2,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131821,1-3904108664,Shaftesbury Beaumont Court,1,SRV0315,Care services for people with learning disabilities,1,Telephone,01202 521985
page_000043.json,X131821,1-3904108664,Shaftesbury Beaumont Court,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131831,1-3924984564,Belong Morris Feinmann,1,SRV0314,Care services for people with dementia,1,Telephone,01625 508700
page_000043.json,X131831,1-3924984564,Belong Morris Feinmann,1,SRV0314,Care services for people with dementia,2,PhoneExt,
page_000043.json,X131869,1-3942856837,PSS Shared Lives (Manchester),3,SRV0317,Caring for adults over 65,1,Telephone,0151 702 5542
page_000043.json,X131869,1-3942856837,PSS Shared Lives (Manchester),3,SRV0317,Caring for adults over 65,2,PhoneExt,
page_000043.json,X131888,1-3942625345,Bethel Place,1,SRV0315,Care services for people with learning disabilities,1,Telephone,01708 863289
page_000043.json,X131888,1-3942625345,Bethel Place,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131938,1-3955806090,United Response - Supported Living: Exeter and East Devon,1,SRV0315,Care services for people with learning disabilities,1,Telephone,0800 0884 377
page_000043.json,X131938,1-3955806090,United Response - Supported Living: Exeter and East Devon,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131938,1-3955806090,United Response - Supported Living: Exeter and East Devon,6,SRV0321,Physical disabilities,1,Telephone,01438 712 892
page_000043.json,X131938,1-3955806090,United Response - Supported Living: Exeter and East Devon,6,SRV0321,Physical disabilities,2,PhoneExt,
page_000043.json,X131941,1-3956027835,Domiciliary Care South Devon,1,SRV0315,Care services for people with learning disabilities,1,Telephone,0800 0884 377
page_000043.json,X131941,1-3956027835,Domiciliary Care South Devon,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X131941,1-3956027835,Domiciliary Care South Devon,5,SRV0321,Physical disabilities,1,Telephone,01438 712 892
page_000043.json,X131941,1-3956027835,Domiciliary Care South Devon,5,SRV0321,Physical disabilities,2,PhoneExt,
page_000043.json,X132398,1-4099698493,Mulberry House,1,SRV0315,Care services for people with learning disabilities,1,Telephone,0117 9709371
page_000043.json,X132398,1-4099698493,Mulberry House,1,SRV0315,Care services for people with learning disabilities,2,PhoneExt,
page_000043.json,X132791,1-4134627298,"Right at Home (Ealing, Hounslow, Hammersmith and Fulham)",3,SRV0317,Caring for adults over 65,1,Telephone,02088327310
page_000043.json,X132791,1-4134627298,"Right at Home (Ealing, Hounslow, Hammersmith and Fulham)",3,SRV0317,Caring for adults over 65,2,PhoneExt,
