SourceFile,SearchKey,ODSCode,OrganisationName,AliasIndex,OrganisationAliasId,OrganisationAlias
page_000036.json,X121047,M85136002,Maypole Health Centre A,1,21301,Maypole Health Centre (A)
page_000036.json,X12106,FT623,BAGGALEY CHEMIST,1,17322,Baggaley Chemist
page_000036.json,X12117,FT693,HUGHES CHEMIST,1,26499,Hughes Chemist
page_000036.json,X12117,FT693,HUGHES CHEMIST,2,26500,Hughes Chemist Havercroft
page_000036.json,X12117,FT693,HUGHES CHEMIST,3,26501,Alphega Hughes Chemist Havercroft
page_000036.json,X12127,FT754,JAYSONS PHARMACY,1,23274,Jaysons Wollaton
page_000036.json,X12127,FT754,JAYSONS PHARMACY,2,23275,Jaysons Clinical Pharmacist
page_000036.json,X12127,FT754,JAYSONS PHARMACY,3,23276,Jaysons Pharmacy
page_000036.json,X12127,FT754,JAYSONS PHARMACY,4,23999,Wollaton and Bramcote Dispensing Chemist
page_000036.json,X1213,RRV,University College London Hospitals NHS Foundation Trust,1,1552,University College London Hospitals
page_000036.json,X1213,RRV,University College London Hospitals NHS Foundation Trust,2,1614,UCLH
page_000036.json,X1213,RRV,University College London Hospitals NHS Foundation Trust,3,1615,UCLH NHS Foundation Trust
page_000036.json,X1213,RRV,University College London Hospitals NHS Foundation Trust,4,1616,University College London Hospitals NHS Foundation Trust
page_000036.json,X121307,FXX86,Abbey Pharmacy,1,26704,Abbey Pharmacy and Travel clinic
page_000036.json,X12139,FT842,Lo's Pharmacy,1,5434,Lo Pharmacy
page_000036.json,X12139,FT842,Lo's Pharmacy,2,5435,SKF Lo (Chemists) Ltd
page_000036.json,X1214,RJZ01,King's College Hospital,1,177,kch
page_000036.json,X1214,RJZ01,King's College Hospital,2,178,kings
page_000036.json,X121407,1-2569031868,Allerton C&S GL,1,26359,Allerton Care & Support - Greater London
page_000036.json,X121462,FJQ86,Fitzwilliam Pharmacy,1,26481,Fitzwilliam 
page_000036.json,X121462,FJQ86,Fitzwilliam Pharmacy,2,26482,Total Medcare
page_000036.json,X121552,FWX02,Mps Pharmacy,1,24272,MPS Pharmacy LTD
page_000036.json,X121552,FWX02,Mps Pharmacy,2,24273,MPS Pharmacy 
page_000036.json,X121552,FWX02,Mps Pharmacy,3,24274,Sutton
page_000036.json,X121552,FWX02,Mps Pharmacy,4,24275,Pharmacist
page_000036.json,X121618,1-2508897476,P & E Care Limited,1,26112,Amazing Homecare
page_000036.json,X121618,1-2508897476,P & E Care Limited,2,26113,Heritage Healthcare Bromley
page_000036.json,X1217,RVR50,Epsom Hospital,1,1913,Epsom General Hospital
page_000037.json,X121892,RATCL,Talking Therapies - Barking and Dagenham,1,25002,TTBD
page_000037.json,X121892,RATCL,Talking Therapies - Barking and Dagenham,2,25003,Barking and Dagenham IAPT
page_000037.json,X121892,RATCL,Talking Therapies - Barking and Dagenham,3,26162,Barking CBT
page_000037.json,X121892,RATCL,Talking Therapies - Barking and Dagenham,4,26163,Dagenham CBT
page_000037.json,X12194,FTD22,Bees Dispensing Chemist,1,17263,BEES EDMONTON
page_000037.json,X12194,FTD22,Bees Dispensing Chemist,2,17264,QUICKHAVEN LTD
page_000037.json,X12208,FTD98,J Docter Pharmacy,1,17096,J Doctor Pharmacy
page_000037.json,X12208,FTD98,J Docter Pharmacy,2,17097,Oxyley Pharmacy
page_000037.json,X12208,FTD98,J Docter Pharmacy,3,17098,Wilkes Chemist
page_000037.json,X12264,FTG42,KENT PHARMACY,1,25396,Kent Pharmacy
page_000037.json,X12284,FTH41,Skf Lo Chemist Ltd,1,5424,Lo Pharmacy
page_000037.json,X12284,FTH41,Skf Lo Chemist Ltd,2,5425,Lo's Pharmacy
page_000037.json,X1232,RTD02,The Royal Victoria Infirmary,1,265,Royal Victoria Infirmary
page_000037.json,X1232,RTD02,The Royal Victoria Infirmary,2,266,RVI
page_000038.json,X12342,FTL22,Browns Pharmacy ,1,3270,WM Brown Pharmacy Group
page_000038.json,X12342,FTL22,Browns Pharmacy ,2,3271,Browns Pharmacy
page_000038.json,X12342,FTL22,Browns Pharmacy ,3,3842,The Green Pharmacy
page_000038.json,X12342,FTL22,Browns Pharmacy ,4,3843,Kings Norton Pharmacy
page_000038.json,X12347,FTL32,CITYWIDE HEALTH-FULFORD PHARMACY,1,5244,Fulford Pharmacy
page_000038.json,X12347,FTL32,CITYWIDE HEALTH-FULFORD PHARMACY,2,5245,Hepworths Pharmacy
page_000038.json,X12347,FTL32,CITYWIDE HEALTH-FULFORD PHARMACY,3,5246,Hepworths
page_000038.json,X12349,FTL38,DAY LEWIS PHARMACY,1,1606,Portland Pharmacy Merstham
page_000038.json,X12349,FTL38,DAY LEWIS PHARMACY,2,1607,Portland Drive Pharmacy Merstham
page_000038.json,X12349,FTL38,DAY LEWIS PHARMACY,3,2417,Portland Pharmacy Redhill
page_000038.json,X12349,FTL38,DAY LEWIS PHARMACY,4,2418,Day Lewis Chemist Merstham
page_000038.json,X123566,1-2697621620,Bluebird Care (Southampton),1,17079,Bluebird Care Southampton
page_000038.json,X123566,1-2697621620,Bluebird Care (Southampton),2,17080,Bluebird Care Soton
page_000038.json,X123566,1-2697621620,Bluebird Care (Southampton),3,17081,Bluebird Care
page_000038.json,X12361,FTL94,PEAK PHARMACY,1,2877,Murrays Healthcare
page_000038.json,X12361,FTL94,PEAK PHARMACY,2,2878,Murrays Pharmacy
page_000038.json,X12361,FTL94,PEAK PHARMACY,3,2879,Murrays Chemist
page_000038.json,X12361,FTL94,PEAK PHARMACY,4,2909,Market Drayton Pharmacy
page_000038.json,X123738,N81011003,West Bank Medical Centre,1,18521,Bevan Group Practice - Lower Church Street
page_000038.json,X123819,rv3ch,Brent Talking Therapies (IAPT),1,16625,Talking Therapies
page_000038.json,X123819,rv3ch,Brent Talking Therapies (IAPT),2,16626,Brent IAPT
page_000038.json,X123819,rv3ch,Brent Talking Therapies (IAPT),3,16627,Psychological Brent
page_000038.json,X123819,rv3ch,Brent Talking Therapies (IAPT),4,16628,Counselling Brent
page_000038.json,X12382,FTM76,An Patel Chemists,1,17109,Mill Road Pharmacy
page_000038.json,X12382,FTM76,An Patel Chemists,2,17114,patel pharmacy
page_000038.json,X12382,FTM76,An Patel Chemists,3,17115,travel clinic
page_000038.json,X12382,FTM76,An Patel Chemists,4,17116,vaccination
page_000038.json,X12402,FTN92,KEATS PHARMACY,1,26699,Keats Pharmacy & Vaccination Clinic 
page_000038.json,X12406,FTP17,Tripharm,1,5350,Lo Pharmacy
page_000038.json,X12406,FTP17,Tripharm,2,5351,Lo's Pharmacy
page_000038.json,X124126,D81043002,"Granta Medical Practices, Linton Health Centre",1,19013,Dr Wheeler & Partners
page_000038.json,X124127,J82214001,Two Rivers Medical Partnership - Derrydown Clinic,1,23051,Derry Down Clinic
page_000038.json,X1243,RYR18,Worthing Hospital,1,1399,Western Sussex Hospitals
page_000038.json,X1243,RYR18,Worthing Hospital,2,1400,West Sussex Hospital
page_000038.json,X1243,RYR18,Worthing Hospital,3,1401,Worthing and Southlands
page_000038.json,X1243,RYR18,Worthing Hospital,4,1402,WASH
page_000038.json,X124309,RREL9,Inclusion Matters Wirral,1,16554,Inclusion Matters Wirral
page_000038.json,X124309,RREL9,Inclusion Matters Wirral,2,16555,Inclusion Matters
page_000038.json,X12432,FTQ26,Fakir Chemist,1,23965,Fakir
page_000038.json,X12433,FTQ27,Pan Pharmacy,1,17167,Pan Pharmacy
page_000038.json,X1245,RXR20,Royal Blackburn Teaching Hospital,1,387,Blackburn Hospital
page_000038.json,X1245,RXR20,Royal Blackburn Teaching Hospital,2,388,Blackburn Royal Hospital
page_000038.json,X1245,RXR20,Royal Blackburn Teaching Hospital,3,389,Blackburn Royal Infirmary
page_000038.json,X1245,RXR20,Royal Blackburn Teaching Hospital,4,390,Royal Blackburn
page_000038.json,X12462,FTT38,TOUT'S PHARMACY DORCHESTER,1,23381,toutspharmacydorchester
page_000038.json,X124741,A88015002,St George And Riverside Medical Practice,1,22445,Riverside Medical Practice 
page_000038.json,X124857,DCH,The Islington Gp Group Limited,1,16589,South Islington Gp Alliance Limited
page_000038.json,X12489,FTV79,PARK LANE PHARMACY,1,23862,Park Lane Pharmacy
page_000038.json,X12489,FTV79,PARK LANE PHARMACY,2,25775,Park Lane Chemist
page_000038.json,X1249,RHW,Royal Berkshire NHS Foundation Trust,1,150,Battle Hospital
page_000038.json,X1249,RHW,Royal Berkshire NHS Foundation Trust,2,151,RBH
page_000038.json,X1249,RHW,Royal Berkshire NHS Foundation Trust,3,152,Royal Berkshire Hospital
page_000039.json,X12499,FTW31,PEAK PHARMACY,1,25522,Peak Pharmacy
page_000039.json,X125068,1-2667587789,Cherished Care Services Limited,1,16606,Cherished Care Services
page_000039.json,X125068,1-2667587789,Cherished Care Services Limited,2,26360,Cherished Homecare
page_000039.json,X125068,1-2667587789,Cherished Care Services Limited,3,26361,Cherished Care Services (Wilmslow)
page_000039.json,X125068,1-2667587789,Cherished Care Services Limited,4,26362,Cherished Homecare (Wilmslow)
page_000039.json,X125094,FTT80,Rose Pharmacy,1,24301,Greenwich
page_000039.json,X125094,FTT80,Rose Pharmacy,2,24302,one stop
page_000039.json,X125094,FTT80,Rose Pharmacy,3,24303,Deptford
page_000039.json,X125094,FTT80,Rose Pharmacy,4,24304,Travel Clinic
page_000039.json,X125237,J81620003,The Blackmore Vale Partnership,1,18122,Blackmore Vale Partnership
page_000039.json,X12526,FTX59,Knights Rubery Pharmacy,1,23420,Knights Rubery Pharmacy
page_000039.json,X12526,FTX59,Knights Rubery Pharmacy,2,23421,Knights Pharmacy Rubery
page_000039.json,X125260,ATR05,Everyone Health - Cambridgeshire,1,24887,Everyone Health
page_000039.json,X12531,FTX88,Werrington Pharmacy,1,23466,Werrington Village
page_000039.json,X12531,FTX88,Werrington Pharmacy,2,23467,Werrington Opticians
page_000039.json,X12531,FTX88,Werrington Pharmacy,3,23468,Village Health Point
page_000039.json,X125397,K84613002,Alchester Medical Group - Victoria House Surgery,1,17938,Victoria House Surgery
page_000039.json,X125517,K82007003,Verney Close Practice,1,22565,The Swan Practice – Verney Close
page_000039.json,X125557,DD6,Mid and North East Essex Mind,1,25577,Mid and North Essex Mind
page_000039.json,X125557,DD6,Mid and North East Essex Mind,2,25578,Colchester Mind
page_000039.json,X125557,DD6,Mid and North East Essex Mind,3,25579,Maldon Mind
page_000039.json,X125557,DD6,Mid and North East Essex Mind,4,25580,Mid Essex Mind
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,1,25675,Unique Homecare 
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,2,25676,Homecare Lancaster 
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,3,25677,Dementia Care Lancashire 
page_000039.json,X126014,1-3039182422,Unique Homecare Services Ltd,4,26045,homecare skipton
page_000039.json,X12617,FV380,DAY LEWIS PHARMACY,1,24264,Day Lewis Pharmacy
page_000039.json,X12619,FV390,Jamaica Road Pharmacy,1,16841,Jamiaca Road Pharmacy
page_000039.json,X12619,FV390,Jamaica Road Pharmacy,2,16842,Jamacia Road Pharmacy
page_000039.json,X12620,FV410,Evans Pharmacy,1,16965,Evans
page_000039.json,X12620,FV410,Evans Pharmacy,2,16966,Daleacre
page_000039.json,X12626,FV471,H A MCPARLAND LTD,1,2431,Farnham Road Pharmacy
page_000039.json,X12626,FV471,H A MCPARLAND LTD,2,2432,McParlands Farnham Road 
page_000039.json,X12626,FV471,H A MCPARLAND LTD,3,17181,McParland
page_000039.json,X12630,FV487,Gibsons Pharmacy,1,25382,Gibson Pharmacy and Travel Clinic
page_000039.json,X12630,FV487,Gibsons Pharmacy,2,26701,Gibson Pharmacy
page_000039.json,X126456,A81044002,Victoria Medical Practice,1,23101,Victoria Medical Centre
page_000040.json,X12667,FV643,Rowlands Pharmacy,1,1511,Rowlands Pharmacy Totteridge
page_000040.json,X12667,FV643,Rowlands Pharmacy,2,1512,Rowlands Pharmacy High Wycombe
page_000040.json,X12672,FV678,PEAK PHARMACY,1,25504,Peak Pharmacy
page_000040.json,X1268,RPA02,Medway Maritime Hospital,1,229,Maritime Hospital
page_000040.json,X1268,RPA02,Medway Maritime Hospital,2,230,Medway
page_000040.json,X1268,RPA02,Medway Maritime Hospital,3,231,Medway Hospital
page_000040.json,X1268,RPA02,Medway Maritime Hospital,4,553,Medway NHS Foundation Trust
page_000040.json,X126805,1-3081062401,Jes Care Services Limited,1,24475,Jes Care Services Limited
page_000040.json,X126851,B82083006,"York Medical Group, Water Lane",1,22998,Clifton Medical Practice
page_000040.json,X126919,P92630001,Morden Avenue Surgery,1,22558,The Surgery
page_000040.json,X12696,FV813,Gardners Chemist,1,24801,Newbridge Healthcare Ltd
page_000040.json,X126988,DEH,Croydon Gp Collaborative Ltd,1,24056,Croydon GP Collaborative Ltd
page_000040.json,X126998,FK880,Bushbury Lane Pharmacy,1,17681,bushbury
page_000040.json,X126998,FK880,Bushbury Lane Pharmacy,2,17682,meerapharm
page_000040.json,X12700,FV823,Bradlegh Road Pharmacy,1,17497,Hollowood Chemists Ltd
page_000040.json,X127001,B82083004,"York Medical Group, 32 Clifton",1,16929,The Surgery at 32 Clifton
page_000040.json,X127045,01-13945,Mr R K Shah,1,16962,Mr R K Shah (Domiciliary)
page_000040.json,X127045,01-13945,Mr R K Shah,2,26565,R K Shah
page_000040.json,X127259,1-3177038785,First4Homecare Ltd,1,17075,Heritage Healthcare Gloucester
page_000040.json,X12737,FVA41,STUART MOUL PHARMACY,1,24039,Stuart Moul Pharmacy
page_000040.json,X127376,L85014001,Taunton Vale Healthcare: Victoria Gate Site,1,23896,Victoria Gate Surgery
page_000040.json,X127376,L85014001,Taunton Vale Healthcare: Victoria Gate Site,2,23897,Taunton Vale Healthcare: East Reach Site
page_000040.json,X127376,L85014001,Taunton Vale Healthcare: Victoria Gate Site,3,23898,Taunton Vale Healthcare
page_000040.json,X127583,AMC03,Self Help Services (Eastern Cheshire),1,23284,Talking Therapies Eastern Cheshire
page_000040.json,X127600,NT30A,Spire Nottingham Hospital,1,17863,Spire
page_000040.json,X127600,NT30A,Spire Nottingham Hospital,2,17864,Spire Nottingham
page_000040.json,X127600,NT30A,Spire Nottingham Hospital,3,17865,Nottingham Hospital
page_000040.json,X127670,R1L,Essex Partnership University NHS Foundation Trust,1,17583,EPUT
page_000040.json,X127670,R1L,Essex Partnership University NHS Foundation Trust,2,17584,EPUNFT
page_000040.json,X127670,R1L,Essex Partnership University NHS Foundation Trust,3,17585,Essex Partnership
page_000040.json,X127670,R1L,Essex Partnership University NHS Foundation Trust,4,17586,EPFT
page_000040.json,X12768,FVD10,WILSONS PHARMACY,1,23493,Wilsons Pharmacy
page_000040.json,X12768,FVD10,WILSONS PHARMACY,2,26671,Wilson Pharmacy
page_000040.json,X12768,FVD10,WILSONS PHARMACY,3,26672,B J Wilson Ltd
page_000040.json,X127731,B82083007,"York Medical Group, Tower Court",1,23194,Petergate Surgery
page_000040.json,X127769,RPGEV,Greenwich Time to Talk,1,17347,IAPT Offices
page_000040.json,X12808,FVF22,DELITE CHEMIST,1,24584,Delite
page_000040.json,X12808,FVF22,DELITE CHEMIST,2,24585,Delite Pharmacy
page_000040.json,X12808,FVF22,DELITE CHEMIST,3,24586,Delight
page_000040.json,X12808,FVF22,DELITE CHEMIST,4,25582,Delite chemist
page_000041.json,X12832,FVG39,Regal Pharmacy,1,25473,DJP Healthcare Ltd
page_000041.json,X12846,FVH75,Browns Pharmacy,1,2325,WM Brown Pharmacy Group
page_000041.json,X12846,FVH75,Browns Pharmacy,2,3839,Browns Pharmacy
page_000041.json,X12846,FVH75,Browns Pharmacy,3,3840,Dovehouse Pharmacy
page_000041.json,X12846,FVH75,Browns Pharmacy,4,3841,Solihull Pharmacy
page_000041.json,X128648,NQTHK,The Scunthorpe Ironstone Centre - Sexual Health,1,17367,North Lincolnshire Dermatology
page_000041.json,X128648,NQTHK,The Scunthorpe Ironstone Centre - Sexual Health,2,17368,North East Lincolnshire Dermatology
page_000041.json,X128777,1-3275488811,We Do Care (London) Ltd,1,23973,We Do Care (London) LTD
page_000041.json,X128777,1-3275488811,We Do Care (London) Ltd,2,23982,Head Office
page_000041.json,X128964,1-3514569730,4life Healthcare Services,1,17561,4life care
page_000041.json,X128964,1-3514569730,4life Healthcare Services,2,17562,4life 
page_000041.json,X128964,1-3514569730,4life Healthcare Services,3,17563,four life health care
page_000041.json,X128964,1-3514569730,4life Healthcare Services,4,17564,for life health care
page_000041.json,X129008,V043201,The Tooth Place Limited,1,26503,The Tooth Place 
page_000041.json,X129040,FE113,VANTAGE PHARMACY,1,24819,Vantage Chemist Rawmarsh
page_000041.json,X129040,FE113,VANTAGE PHARMACY,2,24820,Vantage Pharmacy Rawmarsh
page_000041.json,X129040,FE113,VANTAGE PHARMACY,3,24821,Vantage Chemist
page_000041.json,X129040,FE113,VANTAGE PHARMACY,4,24822,Vantage Pharmacy
page_000041.json,X12909,FVL96,Knights Banbury Pharmacy,1,23392,Knights Banbury Pharmacy
page_000041.json,X12909,FVL96,Knights Banbury Pharmacy,2,23393,Knights Pharmacy Banbury
page_000041.json,X12914,FVM24,WILSONS PHARMACY,1,23499,Wilsons Pharmacy
page_000041.json,X12914,FVM24,WILSONS PHARMACY,2,23500,B J Wilson Ltd
page_000041.json,X12914,FVM24,WILSONS PHARMACY,3,26674,Wilson Pharmacy
page_000041.json,X129211,FWA02,Silverwood Pharmacy,1,17492,Pharmacy
page_000041.json,X129211,FWA02,Silverwood Pharmacy,2,17493,medicines
page_000041.json,X129251,M91623,Lower Farm Health Centre,1,17881,T M Khattak
page_000041.json,X1293,RR7EN,Queen Elizabeth Hospital,1,1627,QE Hospital
page_000041.json,X1293,RR7EN,Queen Elizabeth Hospital,2,1628,Gateshead NHS
page_000041.json,X1293,RR7EN,Queen Elizabeth Hospital,3,1629,Queen Elizabeth Gateshead
page_000041.json,X1293,RR7EN,Queen Elizabeth Hospital,4,1630,Gateshead NHS Foundation Trust
page_000041.json,X129302,310320170916,Chipping Norton Opticians,1,17635,Chipping Norton Health Centre Opticians
page_000041.json,X12935,FVN05,Ma Manning (Pharmacy) Ltd,1,26702,Manning Pharmacy
page_000041.json,X12935,FVN05,Ma Manning (Pharmacy) Ltd,2,26703,Manning Pharmacy and travel clinic
page_000041.json,X12964,FVP39,Grange Lane Pharmacy,1,24038,Care Pharmacy Limited
page_000041.json,X12977,FVP93,Lenny Chemist,1,17432,D P PHARMACY
page_000041.json,X12991,FVQ71,Hunt's Pharmacy,1,16752,T & C Hunts (Pharmacy) Ltd
page_000041.json,X13,RDEE4,Colchester Hospital,1,26664,ESNEFT
page_000041.json,X13006,FVR41,Sparkbrook Pharmacy,1,24444,NAYS Chemist
page_000042.json,X13014,FVR79,COHENS CHEMIST,1,4291,Grosvenor Pharmacy
page_000042.json,X13014,FVR79,COHENS CHEMIST,2,4292,Warton Street Pharmacy
page_000042.json,X13014,FVR79,COHENS CHEMIST,3,4293,Pharmacy in Lytham St Annes
page_000042.json,X13014,FVR79,COHENS CHEMIST,4,4294,Whittle Pharmacies Ltd
page_000042.json,X130199,AD917,Weybridge Treatment Room,1,24143,Weybridge Treatment Room
page_000042.json,X13021,FVT02,BOBAT PHARMACY,1,17161,Bobat Pharmacy
page_000042.json,X13021,FVT02,BOBAT PHARMACY,2,17162,Bobat Chemist
page_000042.json,X130269,1-3563175701,Care4u2day Limited,1,24784,CARE4U2DAY Limited
page_000042.json,X130375,FAX17,Midway Pharmacy,1,23477,The Pudsey Pharmacy
page_000042.json,X130375,FAX17,Midway Pharmacy,2,23478,Pudsey Pharmacy
page_000042.json,X13040,FVV10,Cleeve Wood Pharmacy,1,3733,Cleevewood pharmacy
page_000042.json,X130495,ACG12,Newmedica Surgical Centre - Grimsby,1,24177,Grimsby
page_000042.json,X130495,ACG12,Newmedica Surgical Centre - Grimsby,2,24178,Cromwell Primary Care
page_000042.json,X130495,ACG12,Newmedica Surgical Centre - Grimsby,3,24179,Newmedica
page_000042.json,X130495,ACG12,Newmedica Surgical Centre - Grimsby,4,24180,Ophthalmology
page_000042.json,X13056,FVV96,Heaton's Pharmacy,1,17501,Hollowood Chemists Ltd
page_000042.json,X1306,RTD06,Northern Centre For Cancer Care,1,272,NCCC
page_000042.json,X130678,B85054001,Marsden Health Centre,1,23322,Colne Valley Group Practice
page_000042.json,X13073,FVW90,Pan Pharmacy,1,17304,Pan Pharmacy
page_000042.json,X13074,FVW91,DEAN & SMEDLEY LTD,1,1764,Dean
page_000042.json,X13074,FVW91,DEAN & SMEDLEY LTD,2,1765,Smedley
page_000042.json,X13074,FVW91,DEAN & SMEDLEY LTD,3,1766,Hollybrook
page_000042.json,X13074,FVW91,DEAN & SMEDLEY LTD,4,1767,Heatherton
page_000042.json,X13085,FVX46,VINODS PHARMACY,1,24720,Vinods Pharmacy
page_000042.json,X131138,V032079,Louth Dental Care,1,23609,Louth Dental Care (Ishak Practices Ltd)
page_000042.json,X131142,V043439,Ruta Lagunaite,1,17836,Reigate Dental Centre
page_000042.json,X131142,V043439,Ruta Lagunaite,2,17837,RDC
page_000042.json,X131142,V043439,Ruta Lagunaite,3,17838,Reigate Dental
page_000042.json,X131142,V043439,Ruta Lagunaite,4,24555,Reigate Dental Practice
page_000042.json,X131143,V043598,The Priors Green Dental Hive,1,23907,The Hive
page_000042.json,X131143,V043598,The Priors Green Dental Hive,2,23908,The Hive Dental
page_000042.json,X131143,V043598,The Priors Green Dental Hive,3,24017,Dental hive
page_000042.json,X131143,V043598,The Priors Green Dental Hive,4,26693,Priors Green dental
page_000042.json,X131145,V029441,MR NJ GIBB,1,26532,Dental Spa Solutions
page_000042.json,X1314,RXN01,Chorley and South Ribble Hospital,1,369,Chorley & South Ribble NHS Trust
page_000042.json,X1314,RXN01,Chorley and South Ribble Hospital,2,370,Chorley District General Hospital
page_000042.json,X1314,RXN01,Chorley and South Ribble Hospital,3,371,Chorley Hospital
page_000042.json,X13153,FW202,Park Pharmacy,1,17468,MEDICINE CLINIC LTD
page_000042.json,X13153,FW202,Park Pharmacy,2,17469,EASTLEIGH PHARMACIES
page_000042.json,X13153,FW202,Park Pharmacy,3,17470,PARK PHARMACY
page_000042.json,X13153,FW202,Park Pharmacy,4,17471,RKHEM LTD
page_000043.json,X131772,RWRD7,Hertfordshire Partnership Wellbeing Service- West Hertfordshire,1,25455,As One Wellbeing Service
page_000043.json,X131772,RWRD7,Hertfordshire Partnership Wellbeing Service- West Hertfordshire,2,25456,Hertfordshire Partnership Wellbeing Service- West Hertfordsh
page_000043.json,X131874,M85706,Druid Group - Emc Surgery,1,23797,"Dr S Ahmad, Dr A Ahmad, Dr I Ahmad"
page_000043.json,X131904,J82083001,The Willow Group - Waterside Medical Centre,1,24229,Waterside Medical Centre
page_000043.json,X131904,J82083001,The Willow Group - Waterside Medical Centre,2,24230,The Willow Group
page_000043.json,X131905,J82083,The Willow Group,1,24204,Forton Medical Centre
page_000043.json,X131905,J82083,The Willow Group,2,24228,The Willow Group
page_000043.json,X131906,J82083002,The Willow Group - Brune Medical Centre,1,24227,The Willow Group
page_000043.json,X13194,FW448,Medix Pharmacy,1,17512,Medix
page_000043.json,X13204,FW507,INGRAMS CHEMIST,1,25470,Ingrams Chemist
page_000043.json,X13204,FW507,INGRAMS CHEMIST,2,25471,ingramschemist
page_000043.json,X13204,FW507,INGRAMS CHEMIST,3,25472,Ingramschemist
page_000043.json,X132043,FH037,SHOEBURY PHARMACY WEST ROAD,1,24636,Shoebury Pharmacy
page_000043.json,X13205,FW510,DELMERGATE (COASTAL) LIMITED,1,5205,Beltinge Pharmacy
page_000043.json,X13205,FW510,DELMERGATE (COASTAL) LIMITED,2,5206,Reculver Road Pharmacy
page_000043.json,X13205,FW510,DELMERGATE (COASTAL) LIMITED,3,5207,P Baker Pharmacy Beltinge
page_000043.json,X132140,RV554,78 Lewisham Park,1,17874,Child and Adolescent Looked After Service (Lewisham)
page_000043.json,X1322,RHU03,Queen Alexandra Hospital,1,141,Haslar
page_000043.json,X1322,RHU03,Queen Alexandra Hospital,2,142,QAH
page_000043.json,X1322,RHU03,Queen Alexandra Hospital,3,143,RHH
page_000043.json,X1322,RHU03,Queen Alexandra Hospital,4,144,Royal Hospital Haslar
page_000043.json,X132238,RV5AP,32-34 Watson's Street,1,23747,32-34 Watson's Street
page_000043.json,X13228,FW672,JADE PHARMACY (KINGSBURY),1,17458,Dales
page_000043.json,X13230,FW675,DALTON PHARMACY DICKENS HEATH,1,25730,Dickens Heath Pharmacy
page_000043.json,X132339,V043628,MR F MOTTACKI,1,23873,Vesta Dental Care
page_000043.json,X13241,FW739,GRANTA PHARMACY,1,26548,Granta Pharmacy
page_000043.json,X132454,OPT_LS13BR_1,Vision Care for Homeless People,1,26177,VCHP Leeds
page_000043.json,X132454,OPT_LS13BR_1,Vision Care for Homeless People,2,26178,Opticians at St. George's Crypt
page_000043.json,X13260,FW870,TESCO INSTORE PHARMACY,1,25404,gurjit.k.rai@tesco.com
page_000043.json,X132608,DJK,Chatterbug Ltd,1,26278,yasir@chatter-bug.com
page_000043.json,X132608,DJK,Chatterbug Ltd,2,26279,asma@chatter-bug.com
page_000043.json,X132649,FKN28,Abbotswood Park Pharmacy,1,23743,BROW PHARMACY
page_000043.json,X1327,RHQCC,Charles Clifford Dental Hospital,1,129,CCDH
page_000043.json,X1327,RHQCC,Charles Clifford Dental Hospital,2,130,Charles Clifford
page_000043.json,X1327,RHQCC,Charles Clifford Dental Hospital,3,131,Dental Hospital
page_000043.json,X1327,RHQCC,Charles Clifford Dental Hospital,4,132,School of Dentistry
page_000043.json,X132750,RX780,Patient Transport Services Hq,1,24430,UK Emergency Medical Transport
page_000043.json,X132750,RX780,Patient Transport Services Hq,2,24431,UK EMT 
page_000043.json,X132750,RX780,Patient Transport Services Hq,3,24945,Ambulance Patient Transport Services
page_000043.json,X132862,CO-5188,Instore Optician,1,23316,opticians
page_000043.json,X132862,CO-5188,Instore Optician,2,23317,opticians whitefield
page_000043.json,X132862,CO-5188,Instore Optician,3,23318,morrisons opticians
page_000043.json,X132862,CO-5188,Instore Optician,4,23319,opticians near me
page_000043.json,X13296,FWD45,Croyland Ltd,1,1247,Croyland Pharmacy
page_000043.json,X13296,FWD45,Croyland Ltd,2,1248,Wollaston
page_000043.json,X13297,FWD47,Kemkay Chemist,1,24946,Kemkay Pharmacy
page_000043.json,X13299,FWD53,Jardines Pharmacy,1,1515,Jardines Wing
page_000043.json,X13299,FWD53,Jardines Pharmacy,2,1516,Jardines Pharmacy Wing
page_000043.json,X13303,FWD81,CEDRICS CHEMIST,1,25936,Health & Beauty
page_000043.json,X133065,P81208001,Excel Primary Care,1,24464,Skelmersdale Family Practice
page_000043.json,X133089,A88002001,Farnham Medical Centre: Stanhope Parade Site,1,23338,Westoe Surgery
page_000043.json,X133089,A88002001,Farnham Medical Centre: Stanhope Parade Site,2,23339,Chichester Practice
page_000043.json,X133161,L84026001,Aspen Medical Practice - Tuffley ,1,26073,Tuffley Surgery
page_000043.json,X133224,FTH97,Cheapside Pharmacy,1,23717,Cheapside Chemist
page_000043.json,X133225,FX640,Brockwood Pharmacy,1,23610,Brockwood Pharmacy
page_000043.json,X133226,FXC31,Hobbs Pharmacy,1,23441,Butt & Hobbs Limited
page_000044.json,X13335,FWF76,DAY LEWIS PHARMACY,1,23376,Day Lewis Pharmacy
page_000044.json,X1334,RJ701,St George's Hospital,1,162,St. George's
page_000044.json,X1335,RJ224,University Hospital Lewisham,1,159,Lewisham Hospital
page_000044.json,X1335,RJ224,University Hospital Lewisham,2,160,UHL
page_000044.json,X1335,RJ224,University Hospital Lewisham,3,517,The Lewisham Hospital NHS Trust
